
Date:3/2/2010
Time:12:39:12
Output format: Text
Calculations precision: 64

Initial Quadrature
Quadrature Nodes
(-6.168375917e-005,0.0000000000)	(0.9999383162,0.0000000000)

0: Q_77=z*Q_76-A(76,74)*Q_74-A(76,75)*Q_75-A(76,76)*Q_76
1: Q_77=z*Q_76-A(76,74)*Q_74-A(76,75)*Q_75-A(76,76)*Q_76
A(77,75)=L_2(Q_77,zQ_37):4.211916701e-047:4.211916701e-047/L_2(Q_75,Q_37):7.389691708e-046=0.05699719105
A(77,76)=L_1(Q_77,zQ_38):4.022364411e-049-A(77,75)*L_1(Q_75,Q_38):-7.049649084e-048:8.040466367e-049/L_1(Q_76,Q_38):5.4526582e-048=0.1474595706
A(77,77)=L_2(Q_77,zQ_38):9.532825179e-046-A(77,76)*L_2(Q_76,Q_38):5.445948725e-047-A(77,75)*L_2(Q_75,Q_38):1.629838658e-044:1.628969184e-047/L_2(Q_77,Q_38):4.211916701e-047=0.3867524691

0: Q_78=z*Q_77-A(77,75)*Q_75-A(77,76)*Q_76-A(77,77)*Q_77
1: Q_78=z*Q_77-A(77,75)*Q_75-A(77,76)*Q_76-A(77,77)*Q_77
A(78,76)=L_1(Q_78,zQ_38):-3.110648507e-049:-3.110648507e-049/L_1(Q_76,Q_38):5.4526582e-048=-0.05704829449
A(78,77)=L_2(Q_78,zQ_38):3.104546643e-048-A(78,76)*L_2(Q_76,Q_38):5.445948725e-047:6.21136751e-048/L_2(Q_77,Q_38):4.211916701e-047=0.1474712809
A(78,78)=L_1(Q_78,zQ_39):6.949083982e-048-A(78,77)*L_1(Q_77,Q_39):4.022364411e-049-A(78,76)*L_1(Q_76,Q_39):-1.186630126e-046:1.202431692e-049/L_1(Q_78,Q_39):-3.110648507e-049=-0.3865533791

0: Q_79=z*Q_78-A(78,76)*Q_76-A(78,77)*Q_77-A(78,78)*Q_78
1: Q_79=z*Q_78-A(78,76)*Q_76-A(78,77)*Q_77-A(78,78)*Q_78
A(79,77)=L_2(Q_79,zQ_38):2.400710542e-048:2.400710542e-048/L_2(Q_77,Q_38):4.211916701e-047=0.05699805369
A(79,78)=L_1(Q_79,zQ_39):-2.295008808e-050-A(79,77)*L_1(Q_77,Q_39):4.022364411e-049:-4.587678235e-050/L_1(Q_78,Q_39):-3.110648507e-049=0.147483016
A(79,79)=L_2(Q_79,zQ_39):5.665541526e-047-A(79,78)*L_2(Q_78,Q_39):3.104546643e-048-A(79,77)*L_2(Q_77,Q_39):9.696684068e-046:9.283354457e-049/L_2(Q_79,Q_39):2.400710542e-048=0.3866919519

0: Q_80=z*Q_79-A(79,77)*Q_77-A(79,78)*Q_78-A(79,79)*Q_79
1: Q_80=z*Q_79-A(79,77)*Q_77-A(79,78)*Q_78-A(79,79)*Q_79
A(80,78)=L_1(Q_80,zQ_39):1.774544466e-050:1.774544466e-050/L_1(Q_78,Q_39):-3.110648507e-049=-0.05704741186
A(80,79)=L_2(Q_80,zQ_39):1.769804557e-049-A(80,78)*L_2(Q_78,Q_39):3.104546643e-048:3.540868067e-049/L_2(Q_79,Q_39):2.400710542e-048=0.1474925029
A(80,80)=L_1(Q_80,zQ_40):-4.135811415e-049-A(80,79)*L_1(Q_79,Q_40):-2.295008808e-050-A(80,78)*L_1(Q_78,Q_40):7.070216574e-048:-6.85861872e-051/L_1(Q_80,Q_40):1.774544466e-050=-0.3865002457

0: Q_81=z*Q_80-A(80,78)*Q_78-A(80,79)*Q_79-A(80,80)*Q_80
1: Q_81=z*Q_80-A(80,78)*Q_78-A(80,79)*Q_79-A(80,80)*Q_80
A(81,79)=L_2(Q_81,zQ_39):1.368377472e-049:1.368377472e-049/L_2(Q_79,Q_39):2.400710542e-048=0.05699885297
A(81,80)=L_1(Q_81,zQ_40):1.309414515e-051-A(81,79)*L_1(Q_79,Q_40):-2.295008808e-050:2.617543211e-051/L_1(Q_80,Q_40):1.774544466e-050=0.1475050787
A(81,81)=L_2(Q_81,zQ_40):3.255019101e-048-A(81,80)*L_2(Q_80,Q_40):1.769804557e-049-A(81,79)*L_2(Q_79,Q_40):5.572054817e-047:5.29062522e-050/L_2(Q_81,Q_40):1.368377472e-049=0.3866349255

0: Q_82=z*Q_81-A(81,79)*Q_79-A(81,80)*Q_80-A(81,81)*Q_81
1: Q_82=z*Q_81-A(81,79)*Q_79-A(81,80)*Q_80-A(81,81)*Q_81
A(82,80)=L_1(Q_82,zQ_40):-1.012317139e-051:-1.012317139e-051/L_1(Q_80,Q_40):1.774544466e-050=-0.05704659188
A(82,81)=L_2(Q_82,zQ_40):1.008915391e-050-A(82,80)*L_2(Q_80,Q_40):1.769804557e-049:2.018528574e-050/L_2(Q_81,Q_40):1.368377472e-049=0.1475125552
A(82,82)=L_1(Q_82,zQ_41):2.378419361e-050-A(82,81)*L_1(Q_81,Q_41):1.309414515e-051-A(82,80)*L_1(Q_80,Q_41):-4.066821127e-049:3.912100232e-052/L_1(Q_82,Q_41):-1.012317139e-051=-0.3864500641

0: Q_83=z*Q_82-A(82,80)*Q_80-A(82,81)*Q_81-A(82,82)*Q_82
1: Q_83=z*Q_82-A(82,80)*Q_80-A(82,81)*Q_81-A(82,82)*Q_82
A(83,81)=L_2(Q_83,zQ_40):7.799696178e-051:7.799696178e-051/L_2(Q_81,Q_40):1.368377472e-049=0.05699959504
A(83,82)=L_1(Q_83,zQ_41):-7.47068693e-053-A(83,81)*L_1(Q_81,Q_41):1.309414515e-051:-1.493429664e-052/L_1(Q_82,Q_41):-1.012317139e-051=0.1475258698
A(83,83)=L_2(Q_83,zQ_41):1.930707431e-049-A(83,82)*L_2(Q_82,Q_41):1.008915391e-050-A(83,81)*L_2(Q_81,Q_41):3.308218532e-048:3.015215247e-051/L_2(Q_83,Q_41):7.799696178e-051=0.3865811152

0: Q_84=z*Q_83-A(83,81)*Q_81-A(83,82)*Q_82-A(83,83)*Q_83
1: Q_84=z*Q_83-A(83,81)*Q_81-A(83,82)*Q_82-A(83,83)*Q_83
A(84,82)=L_1(Q_84,zQ_41):5.774847003e-053:5.774847003e-053/L_1(Q_82,Q_41):-1.012317139e-051=-0.05704582863
A(84,83)=L_2(Q_84,zQ_41):5.751569307e-052-A(84,82)*L_2(Q_82,Q_41):1.008915391e-050:1.150701076e-051/L_2(Q_83,Q_41):7.799696178e-051=0.1475315255
A(84,84)=L_1(Q_84,zQ_42):-1.412596131e-051-A(84,83)*L_1(Q_83,Q_42):-7.47068693e-053-A(84,82)*L_1(Q_82,Q_42):2.417811058e-050:-2.231415963e-053/L_1(Q_84,Q_42):5.774847003e-053=-0.3864026116

0: Q_85=z*Q_84-A(84,82)*Q_82-A(84,83)*Q_83-A(84,84)*Q_84
1: Q_85=z*Q_84-A(84,82)*Q_82-A(84,83)*Q_83-A(84,84)*Q_84
A(85,83)=L_2(Q_85,zQ_41):4.445849077e-052:4.445849077e-052/L_2(Q_83,Q_41):7.799696178e-051=0.05700028534
A(85,84)=L_1(Q_85,zQ_42):4.262213351e-054-A(85,83)*L_1(Q_83,Q_42):-7.47068693e-053:8.520526218e-054/L_1(Q_84,Q_42):5.774847003e-053=0.1475454884
A(85,85)=L_2(Q_85,zQ_42):1.108879609e-050-A(85,84)*L_2(Q_84,Q_42):5.751569307e-052-A(85,83)*L_2(Q_83,Q_42):1.900356935e-049:1.718455264e-052/L_2(Q_85,Q_42):4.445849077e-052=0.3865302744

0: Q_86=z*Q_85-A(85,83)*Q_83-A(85,84)*Q_84-A(85,85)*Q_85
1: Q_86=z*Q_85-A(85,83)*Q_83-A(85,84)*Q_84-A(85,85)*Q_85
A(86,84)=L_1(Q_86,zQ_42):-3.294268225e-054:-3.294268225e-054/L_1(Q_84,Q_42):5.774847003e-053=-0.05704511692
A(86,85)=L_2(Q_86,zQ_42):3.278838348e-053-A(86,84)*L_2(Q_84,Q_42):5.751569307e-052:6.559827784e-053/L_2(Q_85,Q_42):4.445849077e-052=0.1475494933
A(86,86)=L_1(Q_86,zQ_43):8.12033903e-053-A(86,85)*L_1(Q_85,Q_43):4.262213351e-054-A(86,84)*L_1(Q_84,Q_43):-1.390158199e-051:1.272765853e-054/L_1(Q_86,Q_43):-3.294268225e-054=-0.3863576872

0: Q_87=z*Q_86-A(86,84)*Q_84-A(86,85)*Q_85-A(86,86)*Q_86
1: Q_87=z*Q_86-A(86,84)*Q_84-A(86,85)*Q_85-A(86,86)*Q_86
A(87,85)=L_2(Q_87,zQ_42):2.53417526e-053:2.53417526e-053/L_2(Q_85,Q_42):4.445849077e-052=0.05700092865
A(87,86)=L_1(Q_87,zQ_43):-2.43165357e-055-A(87,85)*L_1(Q_85,Q_43):4.262213351e-054:-4.861154761e-055/L_1(Q_86,Q_43):-3.294268225e-054=0.1475640242
A(87,87)=L_2(Q_87,zQ_43):6.565506307e-052-A(87,86)*L_2(Q_86,Q_43):3.278838348e-053-A(87,85)*L_2(Q_85,Q_43):1.126153774e-050:9.794135817e-054/L_2(Q_87,Q_43):2.53417526e-053=0.386482181

0: Q_88=z*Q_87-A(87,85)*Q_85-A(87,86)*Q_86-A(87,87)*Q_87
1: Q_88=z*Q_87-A(87,85)*Q_85-A(87,86)*Q_86-A(87,87)*Q_87
A(88,86)=L_1(Q_88,zQ_43):1.879197261e-055:1.879197261e-055/L_1(Q_86,Q_43):-3.294268225e-054=-0.05704445213
A(88,87)=L_2(Q_88,zQ_43):1.869199127e-054-A(88,86)*L_2(Q_86,Q_43):3.278838348e-053:3.739594499e-054/L_2(Q_87,Q_43):2.53417526e-053=0.1475665301
A(88,88)=L_1(Q_88,zQ_44):-4.813757976e-054-A(88,87)*L_1(Q_87,Q_44):-2.43165357e-055-A(88,86)*L_1(Q_86,Q_44):8.248442228e-053:-7.259622952e-056/L_1(Q_88,Q_44):1.879197261e-055=-0.3863151093

0: Q_89=z*Q_88-A(88,86)*Q_86-A(88,87)*Q_87-A(88,88)*Q_88
1: Q_89=z*Q_88-A(88,86)*Q_86-A(88,87)*Q_87-A(88,88)*Q_88
A(89,87)=L_2(Q_89,zQ_43):1.444518651e-054:1.444518651e-054/L_2(Q_87,Q_43):2.53417526e-053=0.05700152921
A(89,88)=L_1(Q_89,zQ_44):1.387268869e-056-A(89,87)*L_1(Q_87,Q_44):-2.43165357e-055:2.773348589e-056/L_1(Q_88,Q_44):1.879197261e-055=0.1475815577
A(89,89)=L_2(Q_89,zQ_44):3.769673866e-053-A(89,88)*L_2(Q_88,Q_44):1.869199127e-054-A(89,87)*L_2(Q_87,Q_44):6.466960611e-052:5.582149256e-055/L_2(Q_89,Q_44):1.444518651e-054=0.3864366342

0: Q_90=z*Q_89-A(89,87)*Q_87-A(89,88)*Q_88-A(89,89)*Q_89
1: Q_90=z*Q_89-A(89,87)*Q_87-A(89,88)*Q_88-A(89,89)*Q_89
A(90,88)=L_1(Q_90,zQ_44):-1.071966094e-056:-1.071966094e-056/L_1(Q_88,Q_44):1.879197261e-055=-0.05704383015
A(90,89)=L_2(Q_90,zQ_44):1.06559687e-055-A(90,88)*L_2(Q_88,Q_44):1.869199127e-054:2.131859645e-055/L_2(Q_89,Q_44):1.444518651e-054=0.1475827013
A(90,90)=L_1(Q_90,zQ_45):2.766204465e-055-A(90,89)*L_1(Q_89,Q_45):1.387268869e-056-A(90,88)*L_1(Q_88,Q_45):-4.740781657e-054:4.140733951e-057/L_1(Q_90,Q_45):-1.071966094e-056=-0.386274713

0: Q_91=z*Q_90-A(90,88)*Q_88-A(90,89)*Q_89-A(90,90)*Q_90
1: Q_91=z*Q_90-A(90,88)*Q_88-A(90,89)*Q_89-A(90,90)*Q_90
A(91,89)=L_2(Q_91,zQ_44):8.234058328e-056:8.234058328e-056/L_2(Q_89,Q_44):1.444518651e-054=0.05700209078
A(91,90)=L_1(Q_91,zQ_45):-7.914299883e-058-A(91,89)*L_1(Q_89,Q_45):1.387268869e-056:-1.582202248e-057/L_1(Q_90,Q_45):-1.071966094e-056=0.1475981617
A(91,91)=L_2(Q_91,zQ_45):2.22831275e-054-A(91,90)*L_2(Q_90,Q_45):1.06559687e-055-A(91,89)*L_2(Q_89,Q_45):3.825769974e-053:3.181586224e-056/L_2(Q_91,Q_45):8.234058328e-056=0.3863934523

0: Q_92=z*Q_91-A(91,89)*Q_89-A(91,90)*Q_90-A(91,91)*Q_91
1: Q_92=z*Q_91-A(91,89)*Q_89-A(91,90)*Q_90-A(91,91)*Q_91
A(92,90)=L_1(Q_92,zQ_45):6.1148427e-058:6.1148427e-058/L_1(Q_90,Q_45):-1.071966094e-056=-0.05704324733
A(92,91)=L_2(Q_92,zQ_45):6.074800249e-057-A(92,90)*L_2(Q_90,Q_45):1.06559687e-055:1.215331083e-056/L_2(Q_91,Q_45):8.234058328e-056=0.1475980658
A(92,92)=L_1(Q_92,zQ_46):-1.636996463e-056-A(92,91)*L_1(Q_91,Q_46):-7.914299883e-058-A(92,90)*L_1(Q_90,Q_46):2.807864978e-055:-2.361774515e-058/L_1(Q_92,Q_46):6.1148427e-058=-0.3862363484

0: Q_93=z*Q_92-A(92,90)*Q_90-A(92,91)*Q_91-A(92,92)*Q_92
1: Q_93=z*Q_92-A(92,90)*Q_90-A(92,91)*Q_91-A(92,92)*Q_92
A(93,91)=L_2(Q_93,zQ_45):4.69362871e-057:4.69362871e-057/L_2(Q_91,Q_45):8.234058328e-056=0.05700261672
A(93,92)=L_1(Q_93,zQ_46):4.514999908e-059-A(93,91)*L_1(Q_91,Q_46):-7.914299883e-058:9.026357936e-059/L_1(Q_92,Q_46):6.1148427e-058=0.1476139024
A(93,93)=L_2(Q_93,zQ_46):1.279056622e-055-A(93,92)*L_2(Q_92,Q_46):6.074800249e-057-A(93,91)*L_2(Q_91,Q_46):2.196312195e-054:1.813395046e-057/L_2(Q_93,Q_46):4.69362871e-057=0.3863524702

0: Q_94=z*Q_93-A(93,91)*Q_91-A(93,92)*Q_92-A(93,93)*Q_93
1: Q_94=z*Q_93-A(93,91)*Q_91-A(93,92)*Q_92-A(93,93)*Q_93
A(94,92)=L_1(Q_94,zQ_46):-3.488071401e-059:-3.488071401e-059/L_1(Q_92,Q_46):6.1148427e-058=-0.05704270039
A(94,93)=L_2(Q_94,zQ_46):3.463160915e-058-A(94,92)*L_2(Q_92,Q_46):6.074800249e-057:6.92839102e-058/L_2(Q_93,Q_46):4.69362871e-057=0.1476126777
A(94,94)=L_1(Q_94,zQ_47):9.403836913e-058-A(94,93)*L_1(Q_93,Q_47):4.514999908e-059-A(94,92)*L_1(Q_92,Q_47):-1.613261724e-056:1.347092753e-059/L_1(Q_94,Q_47):-3.488071401e-059=-0.3861998789

0: Q_95=z*Q_94-A(94,92)*Q_92-A(94,93)*Q_93-A(94,94)*Q_94
1: Q_95=z*Q_94-A(94,92)*Q_92-A(94,93)*Q_93-A(94,94)*Q_94
A(95,93)=L_2(Q_95,zQ_46):2.675514338e-058:2.675514338e-058/L_2(Q_93,Q_46):4.69362871e-057=0.05700311003
A(95,94)=L_1(Q_95,zQ_47):-2.575708972e-060-A(95,93)*L_1(Q_93,Q_47):4.514999908e-059:-5.149399338e-060/L_1(Q_94,Q_47):-3.488071401e-059=0.1476288397
A(95,95)=L_2(Q_95,zQ_47):7.549355513e-057-A(95,94)*L_2(Q_94,Q_47):3.463160915e-058-A(95,93)*L_2(Q_93,Q_47):1.297274925e-055:1.03358741e-058/L_2(Q_95,Q_47):2.675514338e-058=0.3863135381

0: Q_96=z*Q_95-A(95,93)*Q_93-A(95,94)*Q_94-A(95,95)*Q_95
1: Q_96=z*Q_95-A(95,93)*Q_93-A(95,94)*Q_94-A(95,95)*Q_95
A(96,94)=L_1(Q_96,zQ_47):1.989672191e-060:1.989672191e-060/L_1(Q_94,Q_47):-3.488071401e-059=-0.05704218641
A(96,95)=L_2(Q_96,zQ_47):1.974307776e-059-A(96,94)*L_2(Q_94,Q_47):3.463160915e-058:3.949770481e-059/L_2(Q_95,Q_47):2.675514338e-058=0.1476265862
A(96,96)=L_1(Q_96,zQ_48):-5.556297325e-059-A(96,95)*L_1(Q_95,Q_48):-2.575708972e-060-A(96,94)*L_1(Q_94,Q_48):9.539323689e-058:-7.6834212e-061/L_1(Q_96,Q_48):1.989672191e-060=-0.3861651802

0: Q_97=z*Q_96-A(96,94)*Q_94-A(96,95)*Q_95-A(96,96)*Q_96
1: Q_97=z*Q_96-A(96,94)*Q_94-A(96,95)*Q_95-A(96,96)*Q_96
A(97,95)=L_2(Q_97,zQ_47):1.525138779e-059:1.525138779e-059/L_2(Q_95,Q_47):2.675514338e-058=0.05700357339
A(97,96)=L_1(Q_97,zQ_48):1.46936612e-061-A(97,95)*L_1(Q_95,Q_48):-2.575708972e-060:2.937612274e-061/L_1(Q_96,Q_48):1.989672191e-060=0.1476430282
A(97,97)=L_2(Q_97,zQ_48):4.33222342e-058-A(97,96)*L_2(Q_96,Q_48):1.974307776e-059-A(97,95)*L_2(Q_95,Q_48):7.445430803e-057:5.891252987e-060/L_2(Q_97,Q_48):1.525138779e-059=0.3862765191

0: Q_98=z*Q_97-A(97,95)*Q_95-A(97,96)*Q_96-A(97,97)*Q_97
1: Q_98=z*Q_97-A(97,95)*Q_95-A(97,96)*Q_96-A(97,97)*Q_97
A(98,96)=L_1(Q_98,zQ_48):-1.134942897e-061:-1.134942897e-061/L_1(Q_96,Q_48):1.989672191e-060=-0.05704170275
A(98,97)=L_2(Q_98,zQ_48):1.125533625e-060-A(98,96)*L_2(Q_96,Q_48):1.974307776e-059:2.251712397e-060/L_2(Q_97,Q_48):1.525138779e-059=0.1476398363
A(98,98)=L_1(Q_98,zQ_49):3.1908907e-060-A(98,97)*L_1(Q_97,Q_49):1.46936612e-061-A(98,96)*L_1(Q_96,Q_49):-5.479102235e-059:4.382379273e-062/L_1(Q_98,Q_49):-1.134942897e-061=-0.3861321381

0: Q_99=z*Q_98-A(98,96)*Q_96-A(98,97)*Q_97-A(98,98)*Q_98
1: Q_99=z*Q_98-A(98,96)*Q_96-A(98,97)*Q_97-A(98,98)*Q_98
A(99,97)=L_2(Q_99,zQ_48):8.6939025e-061:8.6939025e-061/L_2(Q_97,Q_48):1.525138779e-059=0.0570040092
A(99,98)=L_1(Q_99,zQ_49):-8.382195617e-063-A(99,97)*L_1(Q_97,Q_49):1.46936612e-061:-1.67581716e-062/L_1(Q_98,Q_49):-1.134942897e-061=0.1476565178
A(99,99)=L_2(Q_99,zQ_49):2.553470226e-059-A(99,98)*L_2(Q_98,Q_49):1.125533625e-060-A(99,97)*L_2(Q_97,Q_49):4.391395592e-058:3.357944102e-061/L_2(Q_99,Q_49):8.6939025e-061=0.3862412882


Vector_Stieltjes_procedure ...
0.0000000000	0.0000000000	-0.5000000000	1.000000000
0.0000000000	0.1250000000	-0.2376237624	1.000000000
-0.03279702970	0.07224781884	-0.4628479357	1.000000000
0.008791798991	0.1048582681	0.7409763462	1.000000000
-0.07845348167	0.1055970893	-0.4580953739	1.000000000
0.03725906187	0.1004573254	0.4947003426	1.000000000
-0.06269027914	0.1279359209	-0.4287853420	1.000000000
0.05129894933	0.1227087158	0.4428915161	1.000000000
-0.05959760358	0.1353011211	-0.4150228917	1.000000000
0.05443921031	0.1318903023	0.4224976171	1.000000000
-0.05848516106	0.1388586889	-0.4074101777	1.000000000
0.05557605891	0.1365838909	0.4120602746	1.000000000
-0.05796475773	0.1409291442	-0.4026754323	1.000000000
0.05610272256	0.1393444468	0.4058642323	1.000000000
-0.05768094345	0.1422753276	-0.3994814988	1.000000000
0.05638660185	0.1411286086	0.4018164101	1.000000000
-0.05750957595	0.1432172452	-0.3971969314	1.000000000
0.05655614378	0.1423616947	0.3989892656	1.000000000
-0.05739830074	0.1439115514	-0.3954893951	1.000000000
0.05666517689	0.1432575117	0.3969151644	1.000000000
-0.05732199140	0.1444436210	-0.3941689507	1.000000000
0.05673932411	0.1439338127	0.3953351906	1.000000000
-0.05726738814	0.1448638126	-0.3931198287	1.000000000
0.05679199483	0.1444601776	0.3940953985	1.000000000
-0.05722696395	0.1452036935	-0.3922677414	1.000000000
0.05683074094	0.1448800810	0.3930989727	1.000000000
-0.05719619127	0.1454840294	-0.3915629744	1.000000000
0.05686007186	0.1452219469	0.3922822035	1.000000000
-0.05717221526	0.1457190264	-0.3909710763	1.000000000
0.05688281207	0.1455050705	0.3916015697	1.000000000
-0.05715316394	0.1459187243	-0.3904674598	1.000000000
0.05690080239	0.1457429700	0.3910263944	1.000000000
-0.05713776857	0.1460904152	-0.3900341307	1.000000000
0.05691528353	0.1459453749	0.3905344704	1.000000000
-0.05712514461	0.1462395208	-0.3896576310	1.000000000
0.05692711614	0.1461194524	0.3901093485	1.000000000
-0.05711466015	0.1463701541	-0.3893277027	1.000000000
0.05693691224	0.1462705901	0.3897385990	1.000000000
-0.05710585394	0.1464854912	-0.3890363959	1.000000000
0.05694511665	0.1464029104	0.3894126639	1.000000000
-0.05709838296	0.1465880224	-0.3887774581	1.000000000
0.05695205888	0.1465196175	0.3891240786	1.000000000
-0.05709198778	0.1466797280	-0.3885459063	1.000000000
0.05695798727	0.1466232374	0.3888669327	1.000000000
-0.05708646926	0.1467622015	-0.3883377224	1.000000000
0.05696309180	0.1467157861	0.3886364883	1.000000000
-0.05708167243	0.1468367399	-0.3881496315	1.000000000
0.05696751986	0.1467988916	0.3884289049	1.000000000
-0.05707747527	0.1469044091	-0.3879789386	1.000000000
0.05697138718	0.1468738815	0.3882410378	1.000000000
-0.05707378061	0.1469660933	-0.3878234066	1.000000000
0.05697478566	0.1469418490	0.3880702885	1.000000000
-0.05707051026	0.1470225318	-0.3876811629	1.000000000
0.05697778907	0.1470037017	0.3879144919	1.000000000
-0.05706760077	0.1470743475	-0.3875506292	1.000000000
0.05698045714	0.1470601994	0.3877718298	1.000000000
-0.05706500017	0.1471220689	-0.3874304654	1.000000000
0.05698283867	0.1471119822	0.3876407650	1.000000000
-0.05706266560	0.1471661474	-0.3873195271	1.000000000
0.05698497385	0.1471595938	0.3875199887	1.000000000
-0.05706056141	0.1472069705	-0.3872168311	1.000000000
0.05698689602	0.1472034979	0.3874083805	1.000000000
-0.05705865778	0.1472448732	-0.3871215279	1.000000000
0.05698863304	0.1472440931	0.3873049756	1.000000000
-0.05705692959	0.1472801459	-0.3870328803	1.000000000
0.05699020832	0.1472817232	0.3872089388	1.000000000
-0.05705535556	0.1473130421	-0.3869502452	1.000000000
0.05699164165	0.1473166866	0.3871195436	1.000000000
-0.05705391759	0.1473437840	-0.3868730589	1.000000000
0.05699294988	0.1473492436	0.3870361552	1.000000000
-0.05705260015	0.1473725668	-0.3868008260	1.000000000
0.05699414739	0.1473796217	0.3869582168	1.000000000
-0.05705138991	0.1473995632	-0.3867331086	1.000000000
0.05699524655	0.1474080212	0.3868852374	1.000000000
-0.05705027534	0.1474249261	-0.3866695189	1.000000000
0.05699625802	0.1474346187	0.3868167833	1.000000000
-0.05704924644	0.1474487915	-0.3866097117	1.000000000
0.05699719105	0.1474595706	0.3867524691	1.000000000
-0.05704829449	0.1474712809	-0.3865533791	1.000000000
0.05699805369	0.1474830160	0.3866919519	1.000000000
-0.05704741186	0.1474925029	-0.3865002457	1.000000000
0.05699885297	0.1475050787	0.3866349255	1.000000000
-0.05704659188	0.1475125552	-0.3864500641	1.000000000
0.05699959504	0.1475258698	0.3865811152	1.000000000
-0.05704582863	0.1475315255	-0.3864026116	1.000000000
0.05700028534	0.1475454884	0.3865302744	1.000000000
-0.05704511692	0.1475494933	-0.3863576872	1.000000000
0.05700092865	0.1475640242	0.3864821810	1.000000000
-0.05704445213	0.1475665301	-0.3863151093	1.000000000
0.05700152921	0.1475815577	0.3864366342	1.000000000
-0.05704383015	0.1475827013	-0.3862747130	1.000000000
0.05700209078	0.1475981617	0.3863934523	1.000000000
-0.05704324733	0.1475980658	-0.3862363484	1.000000000
0.05700261672	0.1476139024	0.3863524702	1.000000000
-0.05704270039	0.1476126777	-0.3861998789	1.000000000
0.05700311003	0.1476288397	0.3863135381	1.000000000
-0.05704218641	0.1476265862	-0.3861651802	1.000000000
0.05700357339	0.1476430282	0.3862765191	1.000000000
-0.05704170275	0.1476398363	-0.3861321381	1.000000000
0.05700400920	0.1476565178	0.3862412882	0.0000000000
Matrix from Quadrature
-0.5000000000	1.000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.1250000000	-0.2376237624	1.000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
